,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결),총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율
976,나라엠앤디(주),51490,19-Dec,149.53,0.72,13.42,-70.67,2.43,2.78,34.83,1.11,1.17,53.57,1.75,21.58,20.19,0.76,16.92,10.04,9.87,1.37,3.56,2.69,1.98,90.13,169.01,101.96,1099.03,53.9,1.09,7.45,1.26,-55.24,0.55,0.009744273187491947,0.6282668838927855,8.33686307611371,0.005154422691527892,0.04138462074510786,0.014020157761299435,0.3717331115031974,94105232,0.08513336661833708,0.2711274060984478
977,나무기술(주),242040,19-Dec,202.51,4.54,61.38,0.0,-4.73,-10.39,23.76,3.02,1.34,1592.09,-7.07,30.04,30.19,1.85,56.38,28.89,17.05,23.65,4.29,10.37,101.58,82.95,213.3,139.07,592.28,108.04,25.25,9.43,2.81,0.0,8.38,0.07197222684831911,0.680818527636287,7.753178647431719,0.0678257925639642,0.060939859614661446,0.03499302930957066,0.319181490016828,5725887,0.12236486473560963,0.007347914971158517
978,나이스정보통신(주),36800,19-Dec,176.26,6.51,17.71,-1.49,19.45,21.44,1.03,305.29,-0.74,715.92,13.72,90.58,12.84,0.76,19.97,9.14,25.49,13.88,15.99,64.39,36.71,74.51,177.79,136.2,4601.01,134.48,22.97,36.22,1.21,-0.66,4.97,0.05459399804448116,0.6400103606511065,8.807497286779693,0.045914860660687534,0.229842518199763,0.0002794103338878524,0.3599896393488935,87174742,0.17754637362837286,0.3535669472685688
979,나이스평가정보(주),30190,19-Dec,36.22,9.92,19.04,6.46,13.5,58.47,6.31,126.41,-0.34,345.82,17.39,13.54,59.72,1.4,20.81,7.07,0.0,19.3,14.84,0.0,8.99,0.0,42.33,214.87,738.47,214.87,29.23,110.66,4.99,5.63,13.89,0.1609014275042583,0.2974204462915775,8.50390343658912,0.12780823359311363,0.2815926031444794,0.004279794268932299,0.70257955057444,144628729,0.87505714990636,0.4873083816910224
980,남화산업(주),111710,19-Dec,1.36,20.52,1.29,-26.92,37.93,46.11,0.0,999999999.0,-5.64,23.41,3.86,3.64,6.84,0.1,21.35,11.59,0.0,2.3,465.79,593.19,0.35,0.0,9.15,1437.34,3277.94,1436.02,16.66,397.31,1.19,48.57,2.1,0.037645002968993785,0.08380063949866352,8.168254596680518,0.02090804677651963,0.04950585431459721,0.0,0.9161993605013364,120933638,0.6304546906896541,0.8150016739006185
981,남화토건(주),91590,19-Dec,8.34,9.54,3.78,741.94,-1.8,-4.09,0.0,999999999.0,-1.88,372.99,-0.59,9.15,6.95,0.34,52.2,3.88,9.3,3.81,4.07,0.0,17.48,90.7,17.0,539.48,2261.04,539.48,31.31,156.86,2.35,42.02,3.22,0.010366621331270509,0.14527648911121524,8.210184625171417,0.031574680722591196,0.11176593746057395,0.0,0.8547235108887847,99882656,0.06164574343774419,0.7372293196726015
982,넥슨지티(주),41140,19-Dec,26.32,9.69,-14.85,0.0,-60.34,-49.21,16.28,-18.98,0.48,96.81,-12.61,1.71,38.88,0.19,-21.34,-6.92,29.65,2.78,5.11,0.0,0.51,70.35,34.44,267.52,608.04,267.52,32.79,50.59,0.58,0.0,1.86,-0.19856487496302383,0.25619610019432354,8.16020872311193,0.020245189898019315,0.09901897653207417,0.04083236964264338,0.7438038928906909,68889451,1.2468787052431451,0.1985735809298307
983,농업회사법인(주)농우바이오,54050,19-Dec,22.55,5.76,9.69,-75.63,11.18,23.33,7.63,4.7,0.46,68.06,4.68,15.13,18.24,0.44,6.67,16.57,48.29,3.05,2.89,1.38,1.61,51.71,25.07,305.56,2879.88,127.81,37.06,33.01,2.59,-24.22,2.52,0.01356207924432123,0.20047150058260532,8.462194773921269,0.024100009215000717,0.05952012812173243,0.014403831852936635,0.7995284994173947,130163129,0.4505289558616837,0.558736366626195
984,뉴지랩파마(주),214870,19-Dec,68.78,-2.81,101.67,0.0,-19.81,-36.98,32.63,-0.05,1.67,45.42,-16.02,9.74,1.94,1.08,85.17,414.05,27.71,-5.44,6.65,8.68,18.67,72.29,76.43,194.87,541.95,155.13,36.98,93.51,2.45,0.0,-3.04,-0.0008785977132115864,0.43319620339229814,8.073610595298563,-0.0227083002414388,0.3645295142502948,0.04464866877632876,0.5668037966077019,28472076,0.27821667894039326,0.0012899824717696631
985,다믈멀티미디어(주),93640,19-Dec,52.47,4.08,123.2,0.0,-2.21,-2.38,26.66,1.13,3.6,966.87,-0.87,2.8,13.43,0.54,31.98,18.07,38.92,3.61,27.27,9.03,47.16,61.08,57.72,165.3,392.15,154.29,21.72,39.91,1.41,0.0,2.22,0.031155633647475832,0.3659451948284207,7.523657076167409,0.01605003975967988,0.13277600905048542,0.0756390274543795,0.6340548051715793,15031219,0.30999399296632074,-0.33970069169325445
986,다이노나(주),86080,19-Dec,38.43,-1065.84,-22.98,0.0,-575.11,-55.91,26.02,-21.35,-2.21,-364.45,-15.76,0.09,-20.21,0.02,-24.57,-84.3,36.05,-33.86,4.33,1.15,0.49,63.95,39.25,336.88,235.52,335.13,65.38,120.89,0.1,0.0,-25.41,-0.2540409561165912,0.28184538107229534,7.412830556509016,-0.29205045463570645,0.3336515920492216,0.04222239074986221,0.7181545802759296,1817746,9.631752377217643,-1.8365542050754187
987,대동금속(주),20400,19-Dec,156.36,0.0,25.23,-99.91,7.55,9.29,31.57,2.05,1.77,20.13,6.27,35.74,14.07,0.92,23.37,9.48,9.1,0.0,6.11,9.08,1.33,90.9,207.82,57.47,1355.16,37.44,-21.6,5.62,1.43,71.2,0.0,0.030623051018703135,0.6751363530690555,8.027486354343557,7.152677055063382e-06,0.028555429853879162,0.022155348238326867,0.32486364693094444,75432071,0.05411841705469058,0.154208140968639
988,대동기어(주),8830,19-Dec,165.46,-0.39,5.81,0.0,6.08,6.94,35.97,1.31,1.67,18.09,4.76,31.84,11.34,0.8,8.34,8.4,6.61,-0.96,6.03,5.03,1.23,93.39,218.69,66.3,1276.68,36.77,-17.5,0.16,1.2,5.14,-0.31,0.01744419011747745,0.6862109580996751,8.262053276578403,-0.0030490977014698303,0.0008299073869540521,0.019382985857907313,0.3137890419003248,119891516,0.04381402898917644,0.20139829773871268
989,대모엔지니어링(주),317850,19-Dec,37.09,3.85,28.1,-44.51,-0.56,-0.78,31.49,5.79,-0.22,28.18,-0.33,12.09,13.18,0.67,0.51,-11.82,25.77,4.49,7.0,3.72,1.5,74.23,74.3,192.58,1042.67,114.33,19.7,19.25,1.56,-75.64,2.57,0.012636419163633037,0.4262799027484518,7.878771173218687,0.022881605979147717,0.04096914017230553,0.005116626248853669,0.5737201104714682,44645732,0.2364655530181226,0.39898554035557066
990,대보마그네틱(주),290670,19-Dec,12.29,16.02,67.82,12.33,10.59,9.34,33.06,7.48,1.23,130.86,4.06,9.86,13.25,0.48,60.14,15.76,34.98,11.79,8.04,4.97,4.64,65.02,76.97,1241.11,1089.53,1133.21,79.26,42.51,1.39,10.69,7.7,0.07476913534896745,0.4349437723338788,7.793898302537102,0.061480830053521424,0.029526761661065003,0.022975935234243794,0.5650562276661212,8581202,0.15488216941086277,0.1921050392331758
991,대봉엘에스(주),78140,19-Dec,9.19,8.97,17.47,-7.98,10.66,43.03,6.6,102.68,-0.71,102.23,7.26,12.54,18.49,0.74,19.55,-3.18,27.15,7.37,3.16,5.01,3.21,72.85,20.28,884.23,1457.79,690.99,59.95,150.14,4.95,-7.21,6.6,0.07199319188037144,0.16860342335967016,8.009132558586614,0.06108954687590805,0.11476948642848529,0.004158689848050752,0.8313965766403298,33095374,0.16578336852159445,0.6697569055368995
992,대아티아이(주),45390,19-Dec,47.81,2.04,18.98,-66.47,14.77,32.69,2.08,69.53,-0.41,396.42,11.38,16.05,23.75,0.84,30.26,11.22,21.84,2.32,4.81,41.75,15.13,78.16,53.41,201.04,1327.23,194.33,31.49,8.8,2.76,15.7,1.71,0.060989248465225084,0.3481498292492805,8.171044552959199,0.01574813489538179,0.027549019701738387,0.0025194919473372833,0.6518501707507195,55365790,0.13921339559771517,0.4665825207329657
